filename,gen,mean_dist_to_ref
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_dist_to_ref.csv,2221,0.09998461775111521
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_dist_to_ref.csv,2434,0.10321489001692047
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_dist_to_ref.csv,2586,0.10744500846023688
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_dist_to_ref.csv,2768,0.11209813874788493
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run4_rep0_dist_to_ref.csv,2920,0.11524722692235383
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,122,0.06446700507614213
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,274,0.06920473773265652
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,791,0.0868020304568528
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,913,0.08798646362098139
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,1278,0.09513066365858244
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,1673,0.09153976311336717
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,2038,0.09672870840383531
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,2221,0.09829257037378865
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,2434,0.09996095275283093
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,2586,0.09729272419627749
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,2768,0.1047659334461365
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run5_rep0_dist_to_ref.csv,2920,0.10565895845083662
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_dist_to_ref.csv,122,0.06463620981387479
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_dist_to_ref.csv,274,0.06988155668358714
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_dist_to_ref.csv,791,0.07800338409475466
output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run6_rep0_dist_to_ref.csv,913,0.07839819514946418
