./output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0_conscost0.99_run1_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run5_rep0_counts.csv,2038,2000,181,5,2,1,3,133,50,0.5248238201927141,0.999505,0.9003350000000301,0.582897018866507
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run5_rep0_counts.csv,2221,2000,235,1,5,4,1,132,45,0.5297444836234344,1.0,0.9010200000000304,0.5879559710142045
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run5_rep0_counts.csv,2434,2000,208,2,2,3,1,122,47,0.5300522924773079,1.0,0.9015791111111413,0.5879181281164648
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run5_rep0_counts.csv,2586,2000,192,2,0,2,2,130,37,0.5388873521392928,1.0,0.90078101458594,0.5982906711477038
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run5_rep0_counts.csv,2768,2000,216,1,3,1,2,127,47,0.5410122662322484,1.0,0.9004400000000301,0.6007846741923356
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run5_rep0_counts.csv,2920,2000,203,1,4,0,2,112,39,0.5451607893940605,1.0,0.90009000000003,0.6056377106371453
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,122,2000,112,0,0,1,0,141,48,0.48107759570227404,1.0,0.90065000000003,0.5341435425587286
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,274,2000,177,2,2,0,4,114,42,0.4763748832526025,1.0,0.9011300000000305,0.5286523068873328
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,791,2000,213,1,1,1,2,146,46,0.4792097100644337,1.0,0.9003550000000301,0.5322674703923774
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,913,2000,194,2,1,1,2,116,43,0.4833529326762072,1.0,0.9001000000000301,0.5369785520571734
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,1278,2000,188,2,2,3,0,117,48,0.4902977326275577,1.0,0.9000100000000301,0.5447841962448725
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,1673,2000,195,2,4,2,1,114,53,0.49417268152521915,0.999505,0.9001600000000302,0.549284057099291
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,2038,2000,183,0,2,2,0,146,54,0.5061843721384384,0.999505,0.9000150000000301,0.5627030701003178
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,2221,2000,205,2,2,1,2,149,61,0.5069078372795144,1.0,0.9002050000000301,0.5631020775522614
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,2434,2000,207,1,1,5,3,141,48,0.5118984578192496,1.0,0.9000350000000301,0.5687548988563462
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,2586,2000,181,2,3,1,0,144,46,0.5143105473692904,0.999505,0.9007300000000303,0.5712499169209602
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,2768,2000,216,4,1,0,1,115,46,0.5160851388832591,1.0,0.9011950000000295,0.5726731768671541
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run1_rep0_counts.csv,2920,2000,219,5,1,5,1,127,58,0.514991487835447,1.0,0.900407222222252,0.5719497811148905
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,122,2000,129,2,1,2,2,123,46,0.7937827865295786,1.0,0.9005550000000299,0.8814348935279895
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,274,2000,168,2,2,0,1,112,44,0.7903637067370368,0.99901,0.90265000000003,0.8764641971814109
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,791,2000,191,2,2,2,1,138,42,0.7838485369748497,1.0,0.9003450000000303,0.8705879978296628
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,913,2000,194,5,0,5,2,126,44,0.7826712854684338,1.0,0.9025800000000292,0.8671465755006496
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,1278,2000,141,0,4,2,0,143,53,0.7785660960863926,0.999505,0.9018214570457687,0.8637559830591216
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,1673,2000,192,1,1,1,1,124,42,0.7789172931856682,1.0,0.9015783761809297,0.8639592270620745
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,2038,2000,185,4,2,2,0,130,54,0.7754266548372091,1.0,0.9029512538386361,0.8587941493308082
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,2221,2000,223,1,2,3,2,130,49,0.7706550264253159,1.0,0.9017250000000294,0.8546494162952237
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,2434,2000,191,2,4,3,2,124,56,0.7694992177993911,0.999505,0.902925000000029,0.8526445869065632
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,2586,2000,207,0,2,1,1,133,47,0.7677319985564935,1.0,0.9034525477031127,0.8497455985557043
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,2768,2000,218,3,0,3,1,127,48,0.7664508880658245,1.0,0.9012786517853485,0.8503707338803941
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run0_rep0_counts.csv,2920,2000,197,2,4,2,1,114,45,0.7640539948556648,1.0,0.9005212173729812,0.848496234948585
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,122,2000,143,2,2,1,0,114,46,0.480394340034563,1.0,0.9007150000000302,0.5333321857214909
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,274,2000,212,3,0,3,2,117,51,0.4778732137551314,1.0,0.90085500000003,0.5304384267678779
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,791,2000,203,3,4,3,1,126,42,0.4857607096340904,1.0,0.90009000000003,0.5396441329833708
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,913,2000,203,2,1,2,3,118,35,0.48647228247825847,1.0,0.9001184876737712,0.540463594077826
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,1278,2000,217,2,1,0,3,121,55,0.4860292155425441,1.0,0.90027000000003,0.5398219824040447
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,1673,2000,215,1,2,2,2,120,56,0.5072956086515394,1.0,0.9036050000000299,0.5613886764322596
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,2038,2000,180,3,2,2,2,126,48,0.5150834945866106,1.0,0.9011022222222526,0.5716235321503004
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,2221,2000,202,1,1,1,4,128,31,0.514231539102031,1.0,0.901645517103824,0.570317834846434
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,2434,2000,171,1,1,2,1,110,45,0.5197980898485001,1.0,0.9007850000000303,0.5770164208208807
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,2586,2000,188,1,2,1,2,126,39,0.5217512226465073,1.0,0.9002200000000301,0.5795912777449782
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,2768,2000,198,0,1,1,2,114,43,0.5243902914085703,1.0,0.90043500000003,0.5823500755613861
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run3_rep0_counts.csv,2920,2000,214,1,5,3,3,121,51,0.5318985648014787,0.999505,0.9002433946439957,0.5911374352131702
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,122,2000,121,3,1,2,2,111,50,0.6998349938134594,0.999505,0.9011800000000303,0.776964269696582
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,274,2000,164,2,3,2,1,114,45,0.6961772535671482,1.0,0.9011800000000298,0.772531020908254
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,791,2000,186,3,1,0,0,110,53,0.691267405774069,1.0,0.9008350000000297,0.7673786815011604
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,913,2000,169,2,2,2,2,125,46,0.6929834353498124,0.999505,0.9012650000000298,0.7693279092909098
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,1278,2000,192,2,1,1,3,137,47,0.6879468262842047,1.0,0.9020222222222518,0.7626766551579585
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,1673,2000,223,1,1,2,3,128,50,0.682565832500606,0.999505,0.9023116566019246,0.7568655323249961
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,2038,2000,209,2,4,1,4,122,40,0.6866732125134332,1.0,0.9003850000000301,0.762637659936827
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,2221,2000,215,2,3,2,1,139,40,0.684459060904728,1.0,0.9016850000000302,0.7591431634761995
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,2434,2000,191,1,1,1,2,119,39,0.6870685453333817,1.0,0.9009150242515783,0.7626601672168571
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,2586,2000,179,2,3,0,3,119,44,0.687242018588635,1.0,0.9001000000000302,0.7634900640295622
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,2768,2000,170,4,1,0,3,122,48,0.6853032655278574,1.0,0.9000100000000301,0.7614336101287599
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run9_rep0_counts.csv,2920,2000,171,0,1,2,2,142,37,0.6822543246436764,1.0,0.9003750000000301,0.7577185357408622
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,122,2000,117,3,2,0,0,106,51,0.48136053641870585,1.0,0.90015500000003,0.5347696919111952
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,274,2000,159,4,0,2,0,127,43,0.47781751876292106,0.999505,0.90225500000003,0.5298522457398834
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,791,2000,184,3,5,2,2,140,36,0.48859420098267103,1.0,0.9002450000000303,0.5426925249366581
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,913,2000,236,3,2,1,2,119,41,0.49125782683517455,1.0,0.9011050000000302,0.5451771911234999
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,1278,2000,188,2,2,1,2,117,44,0.49224532002333543,0.99901,0.90014000000003,0.5473763066088978
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,1673,2000,181,3,1,2,3,118,46,0.501363028817946,1.0,0.9020700000000305,0.5557990031109878
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,2038,2000,178,0,3,0,4,125,60,0.5034622710137046,0.999505,0.90040500000003,0.5593983517128549
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,2221,2000,222,2,3,1,0,141,54,0.5076654024314097,1.0,0.9003150000000301,0.5638497324316456
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,2434,2000,223,2,0,1,5,120,37,0.5090663821039892,0.999505,0.90016000000003,0.5657974674390974
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,2586,2000,203,0,2,2,4,124,47,0.5135450376415974,1.0,0.90093000000003,0.5700359059647012
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,2768,2000,170,2,1,2,0,117,52,0.5147335809855681,1.0,0.9007550000000303,0.5715294461252628
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run9_rep0_counts.csv,2920,2000,189,5,4,2,4,115,66,0.5192842597377881,0.999505,0.90004000000003,0.5772042459537721
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,122,2000,98,0,1,0,2,125,41,0.7940823048461401,1.0,0.9004200000000301,0.8818961810174779
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,274,2000,168,1,2,1,2,104,46,0.7906054516042755,1.0,0.9003400000000301,0.8780996107458667
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,791,2000,173,3,3,0,3,111,45,0.7838689307028549,0.999505,0.9021250000000298,0.8693706589217886
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,913,2000,166,2,1,1,1,128,42,0.7812243882331773,0.999505,0.9000462351747415,0.8684109482753362
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,1278,2000,160,5,1,0,0,117,52,0.7794796141957839,1.0,0.9002897379451875,0.8658333787199224
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,1673,2000,195,4,4,0,2,145,32,0.7744239146959145,1.0,0.9003550000000299,0.8601030304577537
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,2038,2000,187,3,2,3,4,133,35,0.7778518114992031,1.0,0.9023655555555841,0.862023104865473
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,2221,2000,187,1,2,2,0,111,57,0.7746986749423752,1.0,0.9001600000000305,0.8606285751563931
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,2434,2000,273,2,7,2,1,136,47,0.771739180710866,1.0,0.90020000000003,0.857313386185129
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,2586,2000,218,2,1,0,2,115,52,0.769581764246912,0.999505,0.9000450000000301,0.855466016073014
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,2768,2000,209,2,2,2,2,117,37,0.7679404816531419,1.0,0.9000800000000301,0.8531923446223896
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run9_rep0_counts.csv,2920,2000,233,2,1,0,3,124,45,0.7680189383912046,0.999505,0.9008119406976848,0.853005074040686
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,122,2000,137,3,1,1,1,104,39,0.4794721857291891,1.0,0.90005500000003,0.5326986632096069
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,274,2000,184,4,0,0,5,125,36,0.47967073815191225,1.0,0.9002750000000299,0.5328000305859025
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,791,2000,199,2,2,3,2,121,42,0.4783330869813366,1.0,0.9027761111111409,0.5298415174495057
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,913,2000,230,2,0,7,3,109,42,0.4768532854339113,0.999505,0.9000100000000301,0.5301169668471244
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,1278,2000,175,5,2,1,3,140,41,0.4873816679913655,1.0,0.9016150000000299,0.5405850174268652
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,1673,2000,210,1,2,3,1,122,42,0.4940064663062945,1.0,0.9008314136575072,0.5483645731317044
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,2038,2000,224,3,4,2,3,112,46,0.49245559567340186,0.999505,0.90050500000003,0.5474319903983582
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,2221,2000,203,1,1,1,2,112,45,0.4970235472756576,1.0,0.9007086017413937,0.5517901199493646
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,2434,2000,215,4,1,3,4,131,38,0.5012554497894415,1.0,0.9026282970184636,0.5553591557047165
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,2586,2000,202,4,3,4,0,115,40,0.5008962514580537,1.0,0.9008841263365451,0.5560227897734018
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,2768,2000,215,3,1,2,3,117,55,0.510473316110509,1.0,0.9006550000000301,0.5668158634800738
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.005_conscost0.99_run8_rep0_counts.csv,2920,2000,210,4,0,4,2,114,41,0.513133053541996,0.999505,0.9008700000000299,0.5698723171591226
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,122,2000,140,5,1,1,1,131,51,0.700553264438637,1.0,0.9009800000000299,0.7775380079140064
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,274,2000,203,1,0,3,3,139,49,0.6960650307642378,0.999505,0.9015750000000294,0.7724551239234488
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,791,2000,221,4,0,2,3,108,37,0.6906444817283816,1.0,0.90055500000003,0.7669294103961399
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,913,2000,229,4,0,2,2,125,50,0.6892498820459644,1.0,0.9009000000000301,0.7650197123927057
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,1278,2000,220,4,2,4,1,111,39,0.6901908064431932,1.0,0.9016961111111409,0.7654260237278662
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,1673,2000,182,1,5,1,4,123,53,0.6845924265486163,1.0,0.90156000000003,0.7593099242350475
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,2038,2000,246,0,2,2,2,142,39,0.6817667766661598,0.999505,0.900388273638867,0.7575740024978186
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,2221,2000,203,1,1,2,2,136,56,0.6864313516737078,1.0,0.9030748441009381,0.7601158074639877
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,2434,2000,180,0,1,2,2,134,49,0.6846835678766665,1.0,0.90088500000003,0.7600210927320785
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,2586,2000,205,5,2,0,2,148,56,0.6843452497301551,0.999505,0.9005125000000298,0.7603235769558497
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,2768,2000,201,2,1,3,1,131,52,0.6843710838464536,0.999505,0.9015219457901542,0.7595160715129365
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run8_rep0_counts.csv,2920,2000,195,1,3,5,3,123,54,0.6871274150413111,1.0,0.9015300000000299,0.7621659573847592
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,122,2000,116,1,3,1,2,132,37,0.7935202575770549,1.0,0.90030500000003,0.8813924746957702
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,274,2000,183,1,0,1,2,114,42,0.7911212704663623,0.999505,0.9022350000000298,0.8772785668846557
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,791,2000,180,1,2,1,2,130,52,0.7831344576217636,1.0,0.90308514012907,0.8676006205772454
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,913,2000,172,2,2,3,2,114,44,0.7794676892964847,1.0,0.9006053914752165,0.8654902561087491
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,1278,2000,205,1,1,2,4,109,59,0.7770812828260842,1.0,0.9058640000000288,0.8578145652570381
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,1673,2000,219,4,1,5,2,95,45,0.7696326548204129,1.0,0.9009612169442855,0.85425053118039
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,2038,2000,205,1,2,2,1,118,46,0.7712332915380677,1.0,0.9012598471202805,0.8557394927525348
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,2221,2000,204,3,4,0,2,136,50,0.7703228931004148,1.0,0.9014135226197834,0.854582793836281
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,2434,2000,185,2,4,0,1,102,43,0.7701212968746654,0.999505,0.9016950000000301,0.8545046680764283
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,2586,2000,184,2,2,3,4,126,44,0.7676730154018306,0.999505,0.9012951666666967,0.8521771396477761
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,2768,2000,225,2,2,2,2,98,43,0.7663483702724422,0.999505,0.9011400000000301,0.8508563042867348
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.001_conscost0.99_run8_rep0_counts.csv,2920,2000,204,4,4,0,3,101,45,0.7678213554510015,1.0,0.9037073987941395,0.8496510158846058
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run3_rep0_counts.csv,generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
./output/10137+1+B/simulations/10137+1+B_maxepi0.1_repcost0.002_conscost0.99_run3_rep0_counts.csv,122,2000,105,1,0,2,0,127,53,0.7006455917213951,0.999505,0.9017500000000298,0.7773721294991962
