stat_name,stat_value,file
mean_divergence,0.044563784470704804,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run4_rep0_tr_summary_stats.csv
mean_diversity,0.05308286885658055,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run4_rep0_tr_summary_stats.csv
divergence_slope,2.5129594210869578e-05,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run4_rep0_tr_summary_stats.csv
diversity_slope,2.0234224704479324e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run4_rep0_tr_summary_stats.csv
transition_score,5.2727272727272725,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run4_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,9.876923076923077,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
mean_bl,0.006180603896511628,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
mean_int_bl,0.00398109413046875,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
mean_ext_bl,0.008346275050769231,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
mean_divergence,0.043878495287024734,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
mean_diversity,0.04466862546537749,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
divergence_slope,2.492701749642409e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
diversity_slope,1.3975659012006955e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
transition_score,5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run5_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,6.376923076923077,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
mean_bl,0.006120270474708171,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
mean_int_bl,0.004955743730708661,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
mean_ext_bl,0.0072579235246153844,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
mean_divergence,0.03305005949866841,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
mean_diversity,0.047124088733625356,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
divergence_slope,1.8956306785646084e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
diversity_slope,2.1154438429464203e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
transition_score,5.2727272727272725,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run6_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,8.215384615384615,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
mean_bl,0.006681361340077821,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
mean_int_bl,0.00429842201023622,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
mean_ext_bl,0.009009309762307693,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
mean_divergence,0.04099119926986499,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
mean_diversity,0.04849448476259842,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
divergence_slope,2.4138778357100952e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
diversity_slope,2.005656946908045e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
transition_score,5.636363636363637,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run7_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,8.123076923076923,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
mean_bl,0.006887587315891473,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
mean_int_bl,0.00389452890390625,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
mean_ext_bl,0.009834598675384615,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
